376,Clarissa K.,"Hollywood, United States","Miku was a phenomenal experience from the location,to the fabulous staff that made you feel at home, to the food that was not only presented well but was heavenly to consume. Can't wait until my next visit to Vancouver this was the highlight of my trip. The cocktails were fresh and delicious. I can't imagine that anything that you could order would not be fresh and delicious. See attached photos. Yummy.",5/3/2016,5 star rating
377,Katie L.,"South Granville, Vancouver, BC",Amazing service. Nice views. Very yummy food. Very fresh. I had an awesome dinner. Thank you.,11/2/2019,5 star rating
378,Karina L.,"Boston, United States","[BOTTOM LINE / TIPS]Amazing, delicious, and special Japanese food paired with a beautiful view of Vancouver. A must do for tourists like us (and I imagine locals, too!). - We grabbed lunch at Miku and were able to get most of their best food for a cheaper price- Make reservations! We came here on a Thursday lunch and it was packed. [THE SPACE / SERVICE]It's huge. There's a large bar in the front, and the sushi bar is along the side. You can sit at both. The rest of the restaurant is separate tables that mostly run along full floor to ceiling glass windows.Can I mention how amazing the service was? Jason was fantastic, and even gave us suggestions on what to do in Vancouver (take the SeaBus across the harbor, etc.). It also happened to be my birthday and he snagged a beautiful dessert for me after confirming with the boyfriend that I am obsessed with chocolate.[THE FOOD]Jason, our server, was really helpful in navigating the menu. It's a little confusing, so definitely ask for help if you're confused.I highly recommend the MIKU ZEN -- which includes four smaller dishes and five pieces of Aburi sushi. It was the perfect serving for one person and you get the opportunity to taste all of their best dishes.EBI FRITTERS - GIGANTIC prawns in fluffy, puffy, delicious and salty batter. A must get. The Miku Zen only comes with two, so we actually ordered another serving of this so we wouldn't fight over it.SALAD - I forgot what the name is, but it came with mixed greens and this amazing vinaigrette. Think of the bad salads you get at sushi places and up it by 1000. BEEF - We got a beef and potato dish that was seasonal as well! I forgot what it was called but it was delicious and tender. Surprising a sushi place cooked this beef so amazingly.ABURI SUSHI - Their crown jewel. It's basically rectangular sushi that's 'torched' on top so the fish on top gets ooey, warm, crispy, and literally melts in your mouth. Completely amazing and also beautiful. Ours favorites were the salmon and the prawn. You'll get some of both in a Miku Zen.Overall, this was a fantastic experience. A must do for anybody coming for delicious sushi.",11/16/2017,5 star rating
379,Angel L.,"Burnaby, BC","Highly overrated. Good atmosphere, service was meh, and you can get the same quality food elsewhere for much cheaper (Satomi near Metro, Sushimoto near Holdom, and Victoria Sushi in New West, just to name a few). Most of what we ordered was too oily or too salty. Yes, even the sushi was oily...they also brush the pieces with soy sauce prior to bringing it to your table, so you don't have control over how much sauce you're using. I understand that it's a fusion type cuisine, but we had to down several cups of water after our meal.This is one of this try it once places for those suffering from FOMO, but there really isn't any reason to go back.",10/14/2017,3 star rating
380,Michelle L.,"Sacramento, United States","This place is fannncyyy. I'm glad we were able to make reservations for lunch on a Saturday because the restaurant filled up quick. We ordered the omakase lunch to try a variety of different things. The aburi comes with 8 pieces ($22) and premium comes with 12 pieces ($28).Both sets include their signature Aburi nigiri, which is a pressed, rectangle shaped nigiri that is torched. There is definitely more rice in the Aburi nigiri, and creamier than the traditional nigiri, but it was a nice change to the traditional nigiri. The fish was very fresh and tasted yummy. It can get overwhelming though, so a few pieces goes a long way.This is definitely a nice, elegant, modern restaurant, so be prepared to splurge. It's on the harbor, so there's a beautiful view if you're sitting by the window. Definitely would love to come again! I'd love to try their other dishes. Until next time, Vancouver!",10/4/2017,4 star rating
381,Adam C.,"Sechelt, BC","Balding server was very pompess, to pricy good presentation. Great GREEN TEA OPERA DESSERT",12/7/2019,3 star rating
382,BoBaManiac N.,"San Francisco, United States","Asaka was our server and she was so cool and down to earth. She definitely knows her sushi and sake. The food was awesome coming from someone who's from San Francisco. The ""Oshi"" rectangular sushi was the bomb. We ordered the winter kaiseki and it was more than worth it. Service was superb. I loved the entire experience and can't never go back to regular sushi ever again",11/21/2018,5 star rating
383,Mi N.,"San Jose, United States","Contrary to the reviews, I didn't think this place was all that expensive! We had reservations here for a Saturday afternoon and even with a reservation, it still took a while to get our table ready. We didn't really mind--it just meant that it's a popular place! We basically came here since we heard it's the best sushi place and I was craving sushi. We both ordered the premium set and it came with a combo of traditional nigiri and their special rolls. Although I did enjoy the sushi, I wouldn't consider it anything amazing. I actually wish the set was all nigiris instead of the rolls.Nonetheless, I was a bit disappointed in the quality of the sushi but pleasantly surprised that it wasn't that expensive.",10/17/2018,4 star rating
384,Jelizatin E.,"New Westminster, BC","The food is good here, but for the price you are paying we expected something unbelievable. We ordered several dishes, with the aburi sushi being our favourite. While we enjoyed it, we feel there are other restaurants around the city with better or just as good aburi sushi, and for much cheaper. The service was great, always refilling our water and checking on us regularly, but that is to be expected here. We are definitely in the minority here, but we would not come back.",2/18/2019,3 star rating
385,Jeana R.,"Reno, United States","We had just got done with climbing the grouse grind and we wanted to try a nice sushi place.Of course I looked on yelp to find a place nearby and Miku had the most reviews and it was 4 1/2 stars so I knew it was a must try.We walked in and automatically I felt like I needed to dress up better because we were gross and sweaty from the climb but they welcomed us and set us up at our seats. They explained everything on the menu and any questions we had they were able to help out since we have never ordered sushi that was all a cart since of course in Reno sushi is all you can eat.The waiter told us about there special sushi pieces that were flame torched with a smoke stick.  The technique is call aburi! We got the premium which consisted of 12 pieces of sushi and 6 of them the aburi style sushi. I also got the calamari and Alex got the fish and chips also. We did order a few orders of nigiri, $3,$4 for each piece so we tried to make sure we ordered exactly what we wanted to eat since it wasn't our usual AYCE sushi in reno. Oh my gosh!!!! A mouth explosion of flavors and amazement. The aburi style sushi was so amazing, although I have tasted almost the same at Sakana in our hometown. But anyway. It was so delicious, full of smokey flavor and each layer was such a compliment to one another. My mouth was happy dancing. The salmon and yellowtail nigiri was good, with the traditional way your supposed to make sushi where you add a smear, small smear of wasabi on the rice and then you lay the fish on top.But the aburi style sushi was just un explainably full of umami!! Mouth watering just thinking about it. The oddest thing though is after we ate we were stuffed to the max, and we normally can eat way more sushi. Maybe because the flavors satisfied all 5 or 6 flavor catagories. (Sweet, salty, savory, bitter, sour)? Not sure if that's correct but yeah I was so stuffed and I've been able to throw back a few. Haha. I would love to come back my the next time we visit. Oh and the ocean view seating! Amazing. Wow",9/13/2017,5 star rating
386,Ashley L.,"Walnut Creek, United States","Came here on a very special trip to Vancouver and was completely blown away by my friend's recommendation to eat here. The highlight was the aburi (half torched/seared) pressed sushi. The amount of vinegar in the rice was just right and the light smokey flavour of the torched fish really elevated this dish to something completely unexpected! I would fly back to Vancouver just to have a taste of this again- sadly I can't find anything close to this in SF. Finished the night off with the most wonderful dessert platter with the famous green tea opera cake, yum seconds please!!!",2/1/2018,5 star rating
387,Jamie F.,"Boston, United States","If you are visiting Vancouver, you absolutely must try Canadian-Japanese fusion cuisine featuring ABURI OSHI (flame-seared & pressed) SUSHI. Of course, the best place to try it is at the origin of where it all started...Miku. Plus, the scenic views and classy atmosphere are an added bonus. If Miku is fully booked, go to Minami (sister restaurant)!Recommend the following:1. NIGHTSHADE cocktail - pisco sour with a twist; the most beautiful cocktail I ever did drink!2. ABURI BEEF CARPACCIO - if Korean BBQ beef x hot pot beef x beef jerky had a threesome and made a miracle baby, this was it.3. MIKU SIGNATURE SELECTION (10 pieces) - recommend if you're indecisive like me. This platter included two signature aburi oshi (wild sockeye salmon and the prawn), plus various nigiri and maki pieces - all delicious, although a few pieces had a little too much wasabi hidden inside them. Fave pieces were definitely the aburi oshi - speechless by how good they were! I've had torched sushi before but this was on another level.4. GREEN TEA OPERA CAKE - this dessert was strikingly beautiful, and the varying textures and flavors will put your taste buds on a joy ride.I would pass on the Coal Harbor seafood platter unless you're really craving for raw bar / cold seafood. It was fresh but nothing special; highlight was the octopus ceviche.Our server was professional, attentive, and personable. He advised us on how to eat our sushi properly (no sauce). He apologized for the mistimed course pacing (they brought out our entree platters moments after we received our appetizers). Since we were tourists, he kindly gave us some suggestions for our trip. Lastly, he comped our dessert since we were celebrating our anniversary - so nice!",11/1/2017,5 star rating
388,Marisa F.,"Washington, DC, United States","Came for lunch. They have an amazing lunch menu for around 23 each with miso soup. I'd recommend the tart. But the best dish by bar here was the salmon Oshi. Buttery, light, heavenly. The addition of soy sauce takes away from this experience. We got seated at a tall table because we had no reservations so I'd probably recommend reservations. We had no wait though. We came right at 11:30 as it opened. For dessert, the green tee opera was spectacular. It had tons of parts : bar of shire chocolate , sugar glass, layers of cake and ice cream. It's a bit pricey but definitely worth the money. Take the friends you want to impress.",1/8/2019,5 star rating
389,Polina M.,"New York, United States","Amazing food, totally new view on the Japanese cuisine for me. I would rather recommend to book in advance, especially for the evenings. But even if you have to wait, it worth 100%.",11/11/2019,5 star rating
390,Lily N.,"Woodside, United States","Beautiful restaurant, especially if you get seated with a view of the water. Great ambience and wonderful service.The food is excellent!!! Only tiny con is that the place was a tad difficult to find. Highly, highly recommended, especially if you love sashimi.",5/24/2019,5 star rating
391,Sheree Y.,"Los Angeles, United States","This is another must eat restaurant if you're ever in the area! We were so lucky to get a reservation around 9pm. Honestly, Vancouver has the best waiters/waitresses. Everyone is so accommodating and it's really top level. Our waiter was really awesome, he was helpful with the menu and even when it came down to the checks. I tried some sushi, rolls, appetizers, and sake, and it was not disappointing. Everyone in my group really enjoyed their food. I wish I took photos, but sometimes you just have to enjoy the moment and just eat! Awesome service, amazing people, delicious food, what more could you ask for?",12/20/2017,5 star rating
392,Bonnie E.,"Phoenix, United States","Vancouver Sushi and Aburi-Style SublimeI skip around a lot. Just having written a review about a gyro in Chicago, what would make me think of sushi in Vancouver? I have no explanation, except to offer: it must be an amazing experience if it pops into my head after two weeks and while 1,777 miles away as the crow flies (according to Siri.)After reading a couple reviews here, I thought...""great, let's try it."" After reading a couple more, I thought, ""oh no, it's got to be a letdown. Too much going on about it.""Not a letdown! Even with ""high but hesitant"" expectations, I was blown away by the flavors of the aburi salmon oshi sushi. Very pleased the waiter suggested a half-order as I'd wanted to also try the beautiful aburi chirashi tart. (""Aburi describes their style of applying signature sauces after lightly torching the fish to awaken the flavors.  It works.) The hostesses were so pleasant as was my server. I appreciated his knowledge of their wines and the food offerings. I absolutely couldn't justify getting dessert as I was even taking a portion of the chirashi tart with me, but I have a mental note in giant letters and theatre bulb lights that is flashing ""dessert next time at the Miku!"" I really did wish for a just a hint of sweet and upon leaving, I found a simple little chocolate mint (akin to an Andes Candy or Fannie May thin mint, only better) at the hostess desk.  I'm of the opinion that EVERY restaurant in the world should be required to provide this offering, so to say ""I was pleased"" is an understatement.Perfection, Miku!",11/10/2015,5 star rating
393,Alexandria G.,"South Gate, United States",I'm from LA and don't really care for sushi that much or eat salmon but this place is really good and tried the salmon oshi and it was really good but my favorite was the prawn ebi oshi. Really loved the sushi,4/12/2019,5 star rating
394,Matt W.,"Santa Monica, United States","Miku has great aburi sushi, and is probably my second favorite sushi restaurant behind Minami. The menu was pretty much the same, but the only difference I could tell was the Miku was heavier on the sauces. Both are great places to go. At Miku I tried all of their Oshi Sushi, Ebi Fritters, Salmon Sashimi, and Unagi. I wanted to try their beef nigiri, but it is only available during dinner time. After visiting Minami, I definitely agreed with my server when she said they were known for their oshi sushi, which I prefered over their normal at minami. For their oshi sushi, there is salmon, prawn, and mackerel. By far, my favorite is the salmon. Their salmon oshi has two layers of salmon, with one on top and one in the middle. The fish is so fresh that biting through all the layers feels no resistance. The mackerel has a 'fishier' taste, and was so fatty it melts away. Lastly, I'm actually not a huge fan of their ebi (prawn) sushi. It has a lime sauce, that was a bit too strong and overpowered the fish flavor. The ebi fritters were good, but a bit too over sauced, and and sashimi was great. Similar to the fish quality of the oshi, the sashimi impresses with fresh fish. Overal, Miku is good if you like aburi style sushi heavy on the sauce. Compared to Minami, they do have a better location and a slightly more upscale feel due to the waterfront.",1/12/2018,5 star rating
395,Nick A.,"Union City, United States","We dined during the hours between their lunch and dinner menu so we only ate the bar bites menu.  We ordered most of the items and overall it was an excellent experience (nice layout, great views, good food, good drink and good service).",1/12/2019,5 star rating
396,George F.,"Downers Grove, United States",Cooked sushi is amazing. Dessert was best I have had in long time!! Mango Cheesecake. The fritters are a must. It's best to just order as much as possible and share or have a taste of a little of everything.  Otherwise you are missing out on everything this place has to offer.,4/10/2019,5 star rating
397,Chirag V.,"Cougar Mountain, Bellevue, United States","Miku provided me with my favorite dining experience to-date. My friend and I were celebrating his graduate school acceptance and decided to get the Kaisen multi-course tasting menu (photos included), where the chef brought out appetizers (lobster tartare), various types of cooked blended dishes (prawns, scallops, sablefish(?)), a meat entree, specialty sushi pieces, and the Green Tea Opera dessert, which provided a very tasty and cleansing finale. The chef offered to substitute the red meat with lobster tail upon hearing my dietary restrictions. Every part of this meal was meticulously prepared, delivered, and explained to us. The timing in between portions was measured. And every single bite offered a new experience and mix of flavors. I definitely plan on going back next time I find myself in Vancouver. It was pricey, but well worth it.",8/13/2018,5 star rating
398,Karina L.,"Coquitlam, BC","The stars are mostly for the service which was great! Ambiance: perfect lighting and view however seats were so squished that the table behind us felt like they were with us. View was nice, I understand why people like coming here.Food: food is okay, pretty good not going to lie, but in accordance with the price point? Ridiculous. For the price being paid I honestly expect a foodgasm in my mouth every bite!!! The seafood was not the best ive had yet it is 3 times the price of way better seafood. The mussels and clams were tiny, and tasted meh compared to some I had just last night. And this was from a $100 seafood platter. Moving onto mains, I cant believe they charge nearly $30 for a plate of soba i could definitely make at home. The steak was really yummy in my tables opinion (I personally dont like steak). And the sushi? Presentation was great, but I rather go to greenleaf sushi for the same quality. Lastly dessert tasted like any other bakery, id skip the dessert and head over to Thierry for some quality desserts! So basically nothing stood out for me.... maybe cause I was so conscious of the price, but it is hard not to be when you are a student! Service: really great! You can tell staff know their product and are really well trained and are the perfect amount of attentive and personable. If you want great service and overpriced food and a view, sure come to miku! Most likely will not be back.",2/3/2019,3 star rating
399,Margaret L.,"San Gabriel, United States","I visited Miku a few years ago when they were at their previous location and absolutely fell in love with the Aburi Chirashi Tart. So when we came back to Vancouver, I had to go try it again. It was just as wonderful as it was a three years ago.The Aburi Chirashi Tart is packed full of flavor, the fresh fish, guacamole, and spicy sauce are all well balanced. There is really nothing quite like it.We also ordered the following:Miso Soup - nicely balanced and a great way to start the mealSeaweed Salad - fantastic amount of seaweed, not overly dressed, and extremely freshAburi Sashimi - absolutely fantastic, I really enjoyed the Aburi Prawn and Salmon.Assorted Sashimi - all of the fish here is extremely fresh and nicely slicedGreen Tea Opera Cake - it is almost like a green tea Ferroro Rocher. I was pleasantly surprised by the coffee red bean, really nice and light. The perfect ending to a wonderful meal.If you only order one thing, make sure it is the Aburi Chirashi Tart!!!",12/30/2015,5 star rating
400,Marie M.,"San Leandro, United States","So, this place isn't cheap, but service and ambience is excellent.The aburi sushi is excellent (we didn't get mackerel, personal preference) as was the sashimi and nigiri. Enjoyed the sashimi platter and tofu salad.We arrived at 5pm without a reservation and got two seats at the sushi bar. We got lucky, I would recommend reservations if you want a table.Their house sake isn't bad but a little pricey for 1/2 litre. You're paying or the ambiance bit the food is good so it's worth trying at least once.",2/23/2019,5 star rating
401,Ritu K.,"Portland, United States","How is this restaurant so popular? It was packed at 8:30 with a line out the door. You figure a city like Vancouver would have the freshest fish imaginable in a sushi restaurant, but Miku was super disappointing. As far as location and ambiance its a 5 plus. I'm guessing this restaurant pulls in more of a tourist crowd, but it is very accessible from some major hotels and the views are spectacular. Service was very professional, although, our server was MIA once the food was served. As for the food, everything was a bummer. The oysters were quite possibly the smallest oysters I have ever seen (it was akin to a where's the beef commercial from the 80s). At $3.50 a pop that's just a crime. The hamachi carpaccio had some nice flavor, but there was definitely a fishy undertone to the whole thing. The nigiri was equally as fishy and the salmon oshi and miku roll had this awful sauce (miku sauce) that added a very unpleasant flavor to the fish. I was super excited about this meal as I had 7 days of cruise eats ahead of me, but this was a total bummer of a meal.",8/10/2019,3 star rating
402,Vivian L.,"Vancouver, BC",Highly recommend this place but you gotta book in advance.  High end sushi downtown near Canada place. Great for special occasion. Date nights birthdays. Delicious. My girlfriends and I come here couple times a year to celebrate birthdays,12/19/2019,5 star rating
403,John C.,"Vancouver, BC","This place is well reviewed. There is not much I will add other than that it lives up to its reputation.Terrific food, terrific service, beautiful venue. You can't go wrong for a special occasion.They did mess up my reservation once (I booked online), but were nice enough to seat me at the bar.",5/9/2019,5 star rating
404,Thao V.,"Puyallup, United States",Very accommodating to my shellfish allergy and I appreciated it since I got the tasting menu with my date. Overall a wonderful experience.,2/20/2019,5 star rating
405,Wendy T.,"Fremont, United States",Great aburi salmon. The greatest!!! Nice upscale and worth it. They use sockeye wild salmon which is the best quality and it was so smooth and not fishy at all. pretty impressive and I wish to have more of this style of sushi in the Bay area.,12/3/2018,5 star rating
406,Dianna H.,"Vancouver, BC","I absolutely love Miku. It's my favorite sushi place outside of Japan (which makes me super sad because it's so far from me).Their salmon aburi sushi roll is the bomb! It's the holy trifecta of their tasty house sauce paired with perfectly flavored and textured sushi rice and deliciously seared fresh salmon. I fell in love from the very first bite. Please do yourself a favor and order this roll!!The saba (mackerel) aburi sushi is really good as well, surprisingly. I'm usually not a big fan of saba, but with the way they prepared it I couldn't taste the normal fishiness of saba as much, and paired with their house sauce and their perfectly prepared sushi rice it was really tasty.For drinks I ordered my go-to cocktail which is an amaretto sour. My friends all tried it and agreed with me that it was delicious! My friend ordered the ebi fritter, which is essentially shrimp tempura, for her appetizer. I took a bite and it was the perfect combination of crunchy and soft textures. The shrimp they use are absolutely ginormous and makes for a nice and satisfying chew in your mouth. Highly recommend this as well!There are some options here for vegetarians as well. They have a garden roll which is all vegetarian, and even eggplant and sweet red pepper nigiri which I've never seen anywhere else before! Unfortunately they do not have tamago (egg) nigiri though.I saw pictures of the chirashi aburi tart on Yelp and wanted to get that, but unfortunately it's only available for lunch =(There is parking nearby but it's all metered till 10 pm at night. We had to pay $5/hour for our spot along the street, but at least we were only a block away!",5/31/2016,5 star rating
407,Doris H.,"Vancouver, BC","Came back to Miku for my anniversary after trying it out last year. If you're looking for high quality Japanese food this is the place to be! As usual the service is incredible and our server was extremely helpful and detailed in her explanations. We ordered the Kaisen which is a six course meal for $88 per person. Though like most high end restaurants where the portion sizing is generally quite small, the Kaisen was the perfect amount. Comes with starters, sashimi, appies, main, sushi, and then dessert. It's the chef tasting menu so it seems like it may change according to season. I love coming to Miku for a nice splurge every now and then. Great atmosphere and view and the food is absolutely fantastic. Can't wait to go back!",12/1/2017,5 star rating
408,Samantha M.,"Reforma, Cuernavaca, Mexico","The best nigiris I have ever eaten!! The attention is great, our waiter Britney was very kind and patient, but really y recommend the nigiris!!! You will not regret an also the makarel sushi",11/15/2018,5 star rating
409,Linda S.,"Arlington, United States","The shokai lunch is totally the way to go! You get a great offering of the aburi sushi, but also get to enjoy a warm protein dish and some miso soup. It did fill up really quickly, so make sure to get reservations!",10/11/2019,5 star rating
410,Marios D.,"Manhattan, United States",From a view and overall experience perspective this is a 4 star.  From a food perspective it was average. Hence the 3 stars or 3.5....We had as series of appetizers and some of the specialties of the house.  I must say there is a lot of flare in the making of the sushi and its presentation.  Very nice.  I was not prepared for that and expected more of the NY style sushi that I have become used to.  Overall a good experience but I would encourage patrons to be warned of the style.I recommend this place.,11/27/2017,3 star rating
411,Melody C.,"East Grinstead, United Kingdom","We've been traveling all day and wanted to grab something nice to eat by our hotel. Miku was just a few mins away from our hotel and I was excited to give it a try. Got there on a Friday night before 6pm and were able to be seated right the way without reservation at the patio. They offered something off the menu for the kids it was soba noodle soup with chicken for $7. Great deal. Stole a few bites from my 2.5 yr old and it was pretty hearty. Ordered the Brussels sprouts which was surprisingly very tasty. The sockeye salmon sashimi which I've never had before, very fresh but I still prefer the fatty salmon better. Then came our miso fish which was amazing! The fish was super tender and flavor was great yet not overwhelming. Finally was our signature sushi plate (forgot what it was really called). You get a piece of each their signature roll, oshi sushi and nigiri. I loved it and each of the sushi had its own character even the garden roll was very unique.  We are definitely impressed with our first meal in Vancouver",4/26/2019,5 star rating
412,Mckayla P.,"East Side, Vancouver, BC","Have been to this place three times. This place has a great views across the harbour if you get a window seat. Perfect modern twist on traditional Japanese dishes .Would recommend the chef's tasting menu. You should try all the Aburi. Fresh & extremely tasty. However, staffs are not friendly & attentive.",2/6/2018,4 star rating
413,Alex R.,"Reno, United States","High end sushi in Vancouver! It was really good,  and very different from the all you can eat in reno.  Instead of whole rolls you got just pieces of the roll or nigiri piece.   A bit better visually than the best of the all you can eat places,  fancier bites too. I wanted a bit more selection In the menu,  and you can't get niri I  between the lunch and dinner service... sooo they can't do just a cut of fish with rice ... inbetween lunch and dinner.  But other than that this place is great.  I had fish n chips after we were past the lunch menu,  and it was very good.  Their tare tare sauce to go with it was okay.  Would totally go here again,  but for dinner or lunch menus",9/13/2017,4 star rating
414,Sarah C.,"Seattle, United States","I went here with my husband last night because last time I visited Vancouver I absolutely loved the pressed sushi.  I raved about it to my husband and was especially excited for the saba pressed sushi.   We arrived at 10:30pm for our reservation and we were seated right away.  The place was still busy but not extremely packed.  Previously when I came we arrived earlier and it was very full so I definitely recommend reservations if you're wanting to come at a more conventional dinner time.  It looked like the bar was pretty empty by this time. We thought we were going to try the signature selection which comes with one piece each of their 3 oshi sushis, a piece from 3 specialty rolls, and 4 different nigiri (so ten pieces total).  I believe I had this before and it was wonderful to try out so many different things.   The bummer thing is my husband is allergic to shellfish so we ended up changing our order since they couldn't substitute so many things from the signature plate to meet his needs which is totally understandable.   We decided instead to get calamari, salmon oshi roll, saba oshi roll, salmon roe nigiri, Hamachi nigiri, and a couple saba and unagi nigiri.  The food we received was delicious!  I'm not always a fan of nigiri, but when it's so clean tasting and tender I can get on board.   I really enjoyed the saba nigiri and unagi nigiri, although they were all so yummy.  The saba nigiri just had so much flavor!  The calamari wasn't too heavy and seasoned really well.  The squid was chewy but tender making it very pleasant.   Now onto the main event, the oshi!  The salmon was so creamy and flavorful.   It was everything I remembered and I was not disappointed in the least even with my high expectations.   We pretty much made the trip from Seattle for this sushi because I had been craving it since coming last time.   My husband hadn't tried it and I was worried I had hyped it up too much but he also loved it.  Now the saba oshi was what I had really come for and I could not wait for it!  But it never came.   Our server made a mistake and did not get the order into the kitchen.  The kitchen was only open for about 30 mins after our reservation, so by the time we ordered drinks, food, and asked about the missing oshi sushi the kitchen was closing up and apparently out of saba.   My heart fell when she came back saying they couldn't do anything about it that night.   We asked what could we do about the mistake because I really wanted that sushi.  We ordered dessert still because hey, why let a missing dish ruin your night.  When our server came back after talking to the manager she gave us a $20 gift card which at the time sounded good.  We thanked her, laughed, and accepted the apologies. After getting back to the hotel I realized that although super appreciative of the gift card I wish more had been done to remedy the mistake.  Like maybe the gift card could have been enough to cover the missed sushi and an appetizer because now we would have to fit an extra trip there to use the gift card.   Or maybe they could have also comped our dessert as well.   I was so surprised that the sushi was missed when the place is rated so highly and that it wasn't taken care of better. So overall, the food is delicious (5 star for sure) so I will probably go again but on this night I left feeling disappointed after having some time to think about how the mistake was handled.",12/22/2018,3 star rating
415,B N.,"San Juan Capistrano, United States","WOW -- this place was AMAZING!!  We called for reservations and they were all booked on a Wed night so we decided to walk in (4 of us) luckily we were seated at a longer table @ 4:30pm.  The drinks were AMAZING!  We had the shrimp cocktail, salmon sashimi, and a few kore dishes that I can't remember.  What stood out the most were the drinks!  I had the Nightstand & Myazaki#2!  Oh my gaawwddd....I am stillthinking about them!! AMAZING!!",12/20/2018,5 star rating
416,Ryan C.,"Martinez, United States","A stellar sushi experience!  There was a significant wait of 45 minutes on a Tuesday night, so we opted for the bar.  The service was attentive and patient   For two of us, it was the first time there.  The menu was explained well and we ended up ordering in a couple of rounds.  The sushi was good.  Well prepared and perfectly cut.  The aburi style of cooking lent an amazing slightly smoky flavor to the fish.  It was so good, that we had a get an additional round of the salmon.  What did I learn today?  If you like aburi style, and you happen to be in Denver, try Sushi Den. My best sushi experience to date.",10/22/2017,4 star rating
417,Shelly L.,"Seattle, United States","Miku is one of my favorite sushi places in Vancouver. It is definitely on the pricier end of sushi, but was well worth it. I got the Aburi Prime, Salmon Oshi Sushi, and the Miku Roll. They were all delicious and I was throughly surprised by how high quality the food was. The Abrui Prime pieces melted in your mouth and the rolls were some of the best I've had. I would highly recommend when looking for some high quality sushi in Vancouver.",1/29/2019,5 star rating
418,Teresa L.,"New York, United States",Great Japanese restaurant by Canada Place. Food was unbelievable fresh!! Better than some of the ones I've tried in NYC. Highly recommended!,11/12/2017,5 star rating
419,Shhhh G.,"Vancouver, BC","My husband and I went here a few weeks ago.So, I tend to be highly skeptical of fancy restaurants, typically preferring local mid-range mom 'n' pop places.  So when my husband booked a reservation here, I expected it to be more atmosphere/hype than quality food.Wow, was I ever wrong!  The atmosphere was beautiful, the service was impeccable, but I completely got lost in the delicious food!  The fish tasted so perfectly fresh, melted like butter!  And the meat was cooked just right.  I mentioned to the waiter that I prefer to avoid dairy, and although I didn't expect much dairy to be present anyway, he and the cooking staff really went the extra mile to ensure that the delicious courses they served was dairy-free (since a few dishes did originally call for a bit of dairy).I felt so welcome there, it didn't feel like a stuffy or snooty place at all!  The price is completely justified due to sheer quality -- and we will certainly be returning when their next season's tasting menu is ready!",3/6/2019,5 star rating
420,Mary A.,Hong Kong,A top notch experience from the service to the food. I suggest the fatty tuna belly and the Miku roll. Out of this world!,10/18/2019,5 star rating
421,Keith M.,"Chattanooga, United States","The cocktails here were fantastic. The uni was very good. The A5 wagyu aburi nigiri and the o-toro aburi nigiri on the aburi prime tasting menu were good. The salmon oshi sushi was ok. Everything else was meh to not good. Honestly, though, the high ratings baffle me. This is overpriced sushi for people that haven't had a lot of sushi. My aburi was all cold. What's the point of flame searing a fish to bring out the oils and then letting it get stone cold before serving it? Nigiri should be served at body temp and aburi really should have a little residual warmth. The real killer, though, is the sushi rice was cooked nicely but had way too much sugar in it which threw the balance off on almost every single piece. This is critical because everything we ate tasted overly sweet.The service at the bar was good. Be careful of the wait though if you don't make reservations. We were told 45 minutes and got the text in less than 10.",11/18/2018,2 star rating
422,Patricia L.,"Burnaby, BC","They are right, once you go Miku you don't go back to other restaurants for Aburi sushi. Same price as other restaurants despite Miku being so upscale and absolutely fantastic. I had the salmon and ebi aburi and it was to die for. Funky Caesar fusion too but watch out for the wasabi in it!",4/6/2016,4 star rating
423,Derek L.,"Aurora, ON","Incomparable.  This was probably the best sushi this sushi addict has ever enjoyed!  First off, this is more of a fusion style sushi, with a number of dishes I have not seen on other menus.  The Red Wave Roll, for instance was new to me.  Its flavour and balance was something you can't get it traditional sushi.  Often I find that a sushi place that tries to be ""fusion"" puts together a variety of ingredients that clash badly--not so here!Second, the quality of sushi is impeccable.  Every other traditional sushi restaurant serves a nice salmon, but this is the first time I had the bright orange Sockeye salmon.  The flame seared Salmon Oshi Sushi was also an amazing morsel.So, a couple of different rolls, a couple different sashimi combos, and a miso soup hit the 4 of us for just north of $200.  Not a $15 a head AYCE.  Not a $22 sashimi platter.  A premium price for a premium product. Excellent, attentive and intelligent servers and a great view of the harbour and the Pan Pacific.  It's worth it!",9/1/2015,5 star rating
424,Adeline T.,"Waipahu, United States",Perfect time to go 4:00pm down time as they prepare for dinner. menu was small but top items definitely made our mid day snack worth it. Had the Ebi Fritters. Very flavorful batter lightly in a beer batter. Sauce was amazing. Salmon Oshi and mackerel Oshi for our sushi fix. Brussels Sprouts were seasoned and cooked just right. Bottle of sake along with the excellent service made this spot a must go for anyone traveling near the Canada Place.,10/17/2019,5 star rating
425,Amit K.,"Vancouver, BC",Overheard the head waiter (or owner) telling staff in the back half of the restaurant that when asked for a recommendation to always suggest the most expensive thing and up sell up sell up sellDisheartening to know that money is driving how they recommend food to customers,7/24/2018,1 star rating
